0.11003,0.092242,0.03513,0.054495,0.074858,0.16848,0.060488,0.066781,0.35694,0.17117,0.29272,0.21057,0.24462,0.13593,0.078707,0.12601,0.15245
0.15502,0.1796,0.046929,0.043719,0.056957,0.091117,0.11756,0.23744,0.24614,0.068893,0.10728,0.093292,0.092766,0.051259,0.071328,0.086557,0.090095
0.12462,0.15883,0.061142,0.039409,0.052075,0.077364,0.080976,0.1484,0.2784,0.096365,0.12452,0.10173,0.090558,0.0627,0.058327,0.091919,0.092184
0.066869,0.16555,0.047198,0.034791,0.038649,0.065903,0.1322,0.27397,0.32188,0.1101,0.13142,0.090626,0.084484,0.069108,0.099086,0.18039,0.11814
0.094225,0.086133,0.059265,0.044643,0.059398,0.089971,0.08439,0.17237,0.21669,0.085799,0.10383,0.052865,0.066814,0.056751,0.068869,0.073918,0.091587
0.11125,0.14417,0.13945,0.10252,0.10049,0.15931,0.13073,0.10959,0.12553,0.064877,0.11992,0.12128,0.12645,0.11167,0.071328,0.056683,0.040573
0.13435,0.11851,0.053366,0.039101,0.069569,0.16619,0.13024,0.090183,0.19144,0.16462,0.14828,0.16793,0.13694,0.13913,0.10822,0.1555,0.18228
0.25471,0.10446,0.033789,0.047106,0.067128,0.1192,0.10927,0.12842,0.1101,0.068893,0.18851,0.16659,0.15516,0.14828,0.097681,0.090004,0.070406
0.26444,0.1515,0.039421,0.049261,0.051668,0.064756,0.10439,0.27911,0.39621,0.10503,0.18812,0.28476,0.32855,0.1881,0.14441,0.10303,0.087112
0.1617,0.18387,0.025476,0.034175,0.063466,0.11289,0.093171,0.098744,0.17111,0.080093,0.10996,0.11595,0.13694,0.075057,0.072734,0.0946,0.063246
0.080851,0.017715,0.010459,0.01601,0.02319,0.062464,0.10341,0.24258,0.37658,0.077346,0.11571,0.093736,0.164,0.10755,0.11138,0.10532,0.13156
0.12827,0.12951,0.071601,0.077894,0.11758,0.1702,0.12,0.14212,0.28752,0.24514,0.31877,0.22879,0.21756,0.19954,0.15812,0.25354,0.25388
0.090578,0.054979,0.011263,0.015394,0.043938,0.12436,0.057561,0.055936,0.17952,0.20393,0.32835,0.24611,0.19382,0.13227,0.078004,0.096132,0.11337
0.12948,0.18204,0.076428,0.061576,0.08096,0.17421,0.16,0.13642,0.27279,0.13863,0.20115,0.16126,0.1651,0.11762,0.096627,0.13596,0.11605
0.07538,0.051313,0.019576,0.037254,0.080146,0.12665,0.15854,0.26884,0.40323,0.087701,0.10383,0.090626,0.1005,0.099314,0.10647,0.12486,0.10233
0.23647,0.10385,0.036739,0.072968,0.11839,0.17421,0.13805,0.19977,0.37518,0.17942,0.23218,0.26522,0.25842,0.19954,0.15882,0.2455,0.20913
0.13495,0.097129,0.026817,0.032328,0.060618,0.11576,0.10049,0.12785,0.24614,0.1437,0.21992,0.19725,0.15461,0.10481,0.072031,0.13711,0.14021
0.074772,0.095296,0.014749,0.0089286,0.034174,0.044126,0.093659,0.1153,0.29032,0.075655,0.063602,0.075078,0.072336,0.045309,0.054462,0.14707,0.13067
0.34711,0.2022,0.033253,0.026786,0.04109,0.052722,0.059024,0.12957,0.20056,0.093195,0.16092,0.17637,0.17946,0.10206,0.096275,0.091536,0.1253
0.3386,0.20159,0.05712,0.064039,0.065094,0.12493,0.05561,0.093037,0.17321,0.09721,0.13831,0.14171,0.11541,0.13043,0.099789,0.12639,0.1071
0.24681,0.16371,0.070796,0.065887,0.074044,0.091691,0.066341,0.11358,0.19355,0.065089,0.13678,0.19369,0.15572,0.13135,0.080464,0.10303,0.092482
0.057143,0.088577,0.07321,0.049261,0.052482,0.083668,0.042927,0.050228,0.14867,0.13905,0.21954,0.19103,0.16124,0.10847,0.062193,0.065875,0.10352
0.19696,0.09102,0.029767,0.030172,0.062246,0.09914,0.11707,0.24201,0.40252,0.13694,0.12107,0.13994,0.12148,0.12906,0.14476,0.24665,0.15513
0.22006,0.26878,0.074283,0.077278,0.091131,0.15129,0.14585,0.20263,0.25456,0.053254,0.081226,0.12928,0.16289,0.14005,0.12017,0.13558,0.10113
0.090578,0.31032,0.16546,0.076355,0.082994,0.11748,0.067805,0.067922,0.15358,0.088546,0.24253,0.17548,0.13805,0.11487,0.057976,0.073152,0.058473
0.028571,0.34148,0.26844,0.27094,0.13873,0.13811,0.091707,0.058219,0.04979,0.071006,0.24061,0.24345,0.19161,0.12769,0.073436,0.052853,0.037589
0.12401,0.19792,0.14937,0.099446,0.077299,0.099713,0.074146,0.090183,0.12903,0.047126,0.13908,0.15549,0.11596,0.077803,0.04884,0.073918,0.046241
0.097264,0.16799,0.13033,0.11453,0.074044,0.084241,0.074146,0.067352,0.10659,0.057904,0.13065,0.16037,0.11154,0.089245,0.061138,0.055151,0.036098
0.15988,0.14783,0.11424,0.13793,0.15134,0.1553,0.13122,0.15297,0.16059,0.085165,0.16284,0.19502,0.19768,0.11762,0.09733,0.090387,0.076671
0.11307,0.18571,0.1853,0.12993,0.087469,0.08596,0.064878,0.076484,0.11921,0.1008,0.1387,0.13905,0.098288,0.11121,0.050246,0.060513,0.0358
0.14468,0.18632,0.12255,0.1016,0.085028,0.12951,0.10341,0.13014,0.15077,0.063398,0.11609,0.1235,0.13418,0.10069,0.088897,0.090004,0.073687
0.17204,0.1686,0.1255,0.13208,0.131,0.13983,0.11317,0.12272,0.18654,0.11644,0.20575,0.19147,0.21314,0.14737,0.086437,0.084642,0.078162
0.12888,0.27367,0.29633,0.20043,0.19406,0.16963,0.12098,0.083904,0.12202,0.11327,0.2387,0.26655,0.21645,0.1103,0.088545,0.064343,0.054594
0.11489,0.18571,0.23197,0.12654,0.089504,0.088825,0.090244,0.083904,0.12693,0.10799,0.21801,0.24123,0.23633,0.16613,0.078707,0.066258,0.067422
0.044985,0.30544,0.2199,0.1367,0.10537,0.095702,0.05122,0.045091,0.046985,0.068681,0.18659,0.22657,0.22198,0.13181,0.057625,0.057832,0.045644
0.12888,0.21625,0.21829,0.15025,0.10049,0.12149,0.096585,0.091895,0.14165,0.1306,0.27356,0.23145,0.20044,0.17986,0.090302,0.08694,0.075776
0.16353,0.1515,0.1912,0.14901,0.16111,0.12493,0.11854,0.071347,0.10519,0.065723,0.15632,0.1968,0.12976,0.13227,0.086086,0.054002,0.036396
0.11185,0.23702,0.26924,0.24877,0.20098,0.14269,0.093171,0.09589,0.16269,0.12172,0.23027,0.32741,0.27057,0.14462,0.083275,0.069322,0.062947
0.14954,0.20892,0.16546,0.1564,0.16111,0.22178,0.19268,0.21233,0.22511,0.077346,0.22184,0.21191,0.23909,0.19863,0.13985,0.16239,0.082936
0.18663,0.16188,0.054706,0.044335,0.065907,0.076791,0.091707,0.1113,0.18163,0.064877,0.11762,0.11861,0.091662,0.10023,0.091005,0.08694,0.061456
0.11064,0.16066,0.107,0.12161,0.090317,0.10487,0.083415,0.10845,0.098878,0.056213,0.14636,0.1546,0.13805,0.11304,0.076247,0.061279,0.043258
0.10821,0.16371,0.1491,0.14378,0.21766,0.24699,0.19268,0.13984,0.16129,0.065089,0.15326,0.16926,0.22971,0.16751,0.12298,0.10609,0.067422
0.23951,0.11179,0.044516,0.061576,0.067535,0.097421,0.088293,0.14555,0.25877,0.098267,0.19195,0.19769,0.20596,0.16339,0.12684,0.13941,0.12381
0.22918,0.25351,0.13543,0.13762,0.12042,0.11748,0.098537,0.083333,0.14025,0.064877,0.15824,0.19325,0.20155,0.1405,0.095924,0.10303,0.082637
0.069301,0.058644,0.12309,0.08436,0.11188,0.15301,0.083415,0.069064,0.079944,0.053466,0.14253,0.16837,0.14633,0.11762,0.06149,0.045193,0.049821
