0.63682,0.38934,0.50905,0.66075,0.066751,0,0.13833,0.16041,0.51308,0.44255,0.27946,0.52537,0.27226,0.26283,0.23525,0.21316,0.55989,0.5948,0.63515,0.52667,0.8082,0.73072,0.31795,0.26737,1,0.76784,0.73311,0.8481,0.39789,0.41443,0.15663,0.14195,0.34826,0.33094,0.60082,0.61992,0.76709,0.68322,0.27017,0.29656,0.39842,0.47998,0.27115,0.36293,0.24779,0.31984,0.62286,0.48096,0.57276,0.6524,0.26635,0.2586,0.14856,0.18319,0.33333,0.49251,0.41059,0.56752,0.67526,0.65759,0.31464,0.48134,0.26529,0.2582,0.75123,0.4009,0.37424,0.38999,0.072787,0.20087,0.42051,0.51188,0.21284,0.32094,0.6051,0.57029,0.13526,0.092954,0.24716,0.23005
0.79436,0.47686,0.44721,0.59065,0.62469,0.69159,0.54557,0.50566,0.42366,0.21178,0.2227,0.37568,0.49904,0.44285,0.31506,0.34818,0.38361,0.53367,0.22903,0.1841,0.40873,0.36746,0.23956,0.26737,0.54023,0.45455,0.65991,0.55538,0.56719,0.45836,0.41929,0.46873,0.57055,0.44843,0.14746,0.22215,0.56887,0.55083,0.18989,0.15227,0.47211,0.55738,0.39336,0.50363,0.36198,0.40687,0.24408,0.3007,0.49888,0.62531,0.40619,0.64923,0.43128,0.4404,0.057111,0.30024,0.36813,0.56032,0.28136,0.35765,0.40683,0.4546,0.41017,0.45246,0.59592,0.47898,0.41775,0.44176,0.47148,0.45103,0.21355,0.35249,0.51959,0.56814,0.41499,0.32272,0.47684,0.43828,0.50714,0.404
0.87977,0.48692,0.16742,0.47944,0.60957,0.60514,0.39819,0.45856,0.43303,0.3111,0.15858,0.43941,0.44266,0.43463,0.24844,0.34407,0.44926,0.60981,0.25699,0.20031,0.55291,0.43759,0.17875,0.19439,0.65262,0.48535,0.92005,0.73734,0.5448,0.4623,0.27633,0.36683,0.61982,0.45891,0.21193,0.2405,0.6409,0.59634,0.16381,0.14578,0.51158,0.53247,0.32295,0.65888,0.33314,0.24557,0,0.23155,0.56642,0.65025,0.32589,0.35516,0.41427,0.41154,0,0.043341,0.37013,0.61289,0.28664,0.36255,0.40426,0.44092,0.38313,0.26475,0.52003,0.4467,0.27937,0.43227,0.41902,0.38428,0.064911,0.30192,0.56824,0.50383,0.27821,0.028294,0.74,0.5942,0.38777,0.48323
0.9743,0.49396,0.27677,0.62804,0.58753,0.60903,0.50485,0.55337,0.43186,0.38656,0.20017,0.3761,0.45484,0.48255,0.32686,0.36532,0.43016,0.54209,0.19707,0.15533,0.47354,0.40954,0.32381,0.29053,0.28225,0.45154,0.6464,0.68513,0.41304,0.41574,0.40629,0.41462,0.40314,0.44346,0.22085,0.26147,0.50578,0.56383,0.1194,0.27059,0.45947,0.58185,0.40186,0.47612,0.40024,0.4551,0.23837,0.22067,0.5209,0.59698,0.40188,0.39795,0.375,0.34504,0.15486,0.22931,0.45255,0.57472,0.3476,0.37289,0.39523,0.45336,0.56278,0.35246,0.36121,0.43318,0.53873,0.52977,0.39148,0.34248,0.22578,0.31111,0.40946,0.45487,0.31298,0.29178,0.54737,0.50775,0.54632,0.47928
0.79768,0.46378,0.3092,0.58318,0.60264,0.62383,0.53523,0.53429,0.39711,0.44742,0.20451,0.37904,0.41704,0.42231,0.3907,0.31597,0.43175,0.51061,0.36152,0.26883,0.69974,0.54558,0.44029,0.31088,0.45083,0.49361,0.70158,0.68987,0.43083,0.43607,0.3762,0.3837,0.45857,0.39658,0.41495,0.33814,0.40168,0.59929,0.15403,0.23864,0.43263,0.54004,0.41319,0.58723,0.36139,0.42073,0.45714,0.30225,0.5653,0.63085,0.30591,0.40527,0.33181,0.34442,0.17463,0.3357,0.37363,0.5794,0.4619,0.45999,0.40554,0.43284,0.47521,0.30492,0.23823,0.37763,0.44822,0.45902,0.30689,0.33812,0.32926,0.38544,0.3723,0.459,0.48377,0.39699,0.55,0.50175,0.5822,1
0.73051,0.55734,0.4276,0.66168,0.61335,0.64486,0.57983,0.4842,0.29481,0.12025,0.40815,0.36688,0.49135,0.56537,0.38099,0.34681,0.43494,0.45315,0.28495,0.24163,0.53307,0.57083,0.40586,0.31579,0.44572,0.47934,0.66104,0.70411,0.41568,0.4741,0.4658,0.47084,0.48264,0.55047,0.31413,0.27916,0.63249,0.66667,0.27221,0.2017,0.44105,0.30605,0.46095,0.64849,0.43967,0.50277,0.32082,0.24942,0.3403,0.67026,0.44027,0.42758,0.39921,0.40778,0.15157,0.14736,0.35814,0.017645,0.4027,0.3914,0.37589,0.4204,0.49903,0.54754,0.48349,0.47222,0.53003,0.62381,0.3718,0.42483,0.26435,0.29732,0.42027,0.49617,0.31066,0.20601,0.48895,0.52674,0.50128,0.48999
0.76119,0.38632,0.46078,0.76355,0.53275,0.49844,0.4861,0.56291,0.47638,0.43914,0.50173,0.38532,0.43946,0.38398,0.30534,0.32762,0.20732,0.57064,0.41944,0.31747,0.42328,0.2777,0.24615,0.23789,0.36143,0.47633,0.71847,0.75475,0.49341,0.50623,0.38098,0.44202,0.41433,0.36238,0.2428,0.32765,0.64721,0.71395,0.14874,0.10434,0.43421,0.52002,0.40591,0.68224,0.25839,0.42295,0.42122,0.44367,0.55373,0.66718,0.37642,0.34492,0.35537,0.33061,0.32235,0.3948,0.42358,0.56248,0.50352,0.52096,0.39523,0.43532,0.35866,0.46721,0.47716,0.44219,0.54569,0.53494,0.25443,0.29382,0.23895,0.41226,0.3527,0.42183,0.43277,0.38638,0.46105,0.47126,0.55071,0.38117
0.90962,0.42153,0.49698,0.58505,0.63098,0.78193,0.58824,0.63029,0.58102,0.43525,0.15425,0.41593,0.53427,0.49487,0.33935,0.28855,0.51452,0.54941,0.4767,0.21548,0.59392,0.52034,0.24908,0.49333,0.44955,0.37866,0.70946,0.74209,0.48814,0.42885,0.3762,0.55727,0.32363,0.41258,0.26337,0.36304,0.80967,0.6182,0,1,0.37368,0.40036,0.38001,0.392,0.53973,0.50388,0.42449,0.22766,0.59328,0.65025,0.36036,0.74031,0.32395,0.43413,0.10379,0.45311,0.41908,0.56716,0.33294,0.36636,0.45906,0.47761,0.62073,0.87951,0.51019,0.33709,0.91384,0.72735,0.40131,0.40112,0.41863,0.5318,0.51689,0.50855,0.40804,0.41114,0.53158,0.62269,0.45551,0.44855
0.87811,0.6006,0.4819,0.63832,0.62909,0.69315,0.62508,0.64222,0.41976,0.44352,0.33882,0.44654,0.48238,0.45654,0.47814,0.39959,0.4429,0.54063,0.33289,0.24006,0.54497,0.4446,0.33773,0.41544,0.33972,0.46131,0.82095,0.81804,0.45059,0.44131,0.52257,0.51933,0.42553,0.45505,0.30041,0.32307,0.67928,0.6253,0.2934,0.27958,0.37421,0.5298,0.4136,0.53946,0.36492,0.47228,0.38939,0.34499,0.58993,0.68473,0.48296,0.28383,0.42277,0.39398,0.18726,0.28211,0.44755,0.56896,0.50234,0.4589,0.43714,0.45087,0.5924,0.40902,0.48489,0.40916,0.53699,0.54702,0.34885,0.38116,0.21261,0.38927,0.38986,0.48909,0.4915,0.42706,0.57474,0.52924,0.60454,0.46264
0.54312,0.47787,0.58824,0.64766,0.55982,0.58178,0.5585,0.40072,0.44162,0.25268,0.12608,0.32746,0.42601,0.52225,0.36294,0.3146,0.44051,0.48682,0.26431,0.20502,0.46429,0.53156,0.42198,0.31018,0.4304,0.4876,0.6982,0.72785,0.41041,0.40852,0.44049,0.41321,0.45689,0.48042,0.28601,0.28965,0.63617,0.60461,0.26691,0.14029,0.41105,0.3274,0.47349,0.56906,0.4126,0.4806,0.38449,0.17172,0.50933,0.58467,0.3302,0.5,0.38547,0.42472,0.19879,0.23404,0.37612,0.32877,0.45545,0.39521,0.32044,0.31592,0.4765,0.28115,0.513,0.53453,0.58747,0.76359,0.36066,0.37991,0.24647,0.2705,0.40541,0.45015,0.38408,0.24668,0.64684,0.54473,0.75979,0.7925
