0.79055,0.11992,0.48708,0.39514,0.29475,0.49577,0.71001
0.8827,0.38216,0.39137,0.24612,0.15163,0.78284,0.42283
0.90555,0.45506,0.29931,0.27488,0.1491,0.39981,0.65414
0.94598,0.44317,0.37131,0.20182,0.23103,0.44658,0.51916
0.90906,0.3789,0.35477,0.24618,0.20461,0.43309,0.63975
0.72421,0.37104,0.37698,0.32053,0,0.68206,0.77292
0.92233,0.30573,0.38291,0.4494,0.11795,0.4124,0.5944
0.91867,0.42351,0.20661,0.3653,0.16202,0.45399,0.62309
0.86355,0.19686,0.41076,0.41845,0.18748,0.53332,0.63961
0.8709,0.22297,0.36025,0.39142,0.21291,0.51246,0.66202
0.80951,0.20253,0.42812,0.31958,0.22118,0.56526,0.71656
0.90932,0.30983,0.35285,0.39456,0.14468,0.44188,0.63277
0.88215,0.53218,0.44475,0.2767,0.011871,0.35607,0.62135
0.83411,0.22586,0.41093,0.28826,0.24114,0.54905,0.69784
0.88437,0.22723,0.34655,0.41016,0.22929,0.46688,0.65766
0.89264,0.49231,0.32959,0.21458,0.13331,0.43312,0.64326
0.87483,0.33808,0.39899,0.26487,0.17135,0.44551,0.69005
0.87626,0.37584,0.3071,0.23871,0.21015,0.4746,0.69337
0.90832,0.49642,0.27805,0.25065,0.16597,0.38721,0.64061
0.87074,0.44934,0.3544,0.28651,0.073822,0.41664,0.69491
0.84831,0.36244,0.37805,0.21444,0.17348,0.50075,0.71299
0.86833,0.50078,0.20202,0.29482,0.11246,0.48494,0.68117
0.81705,0.26555,0.38022,0.32652,0.15913,0.53885,0.74281
0.49239,0.30531,0.33614,0.39798,0.30899,0.48403,1
0.88633,0.47848,0.31243,0.22985,0.14,0.42354,0.66887
0.89369,0.34882,0.36548,0.31673,0.14954,0.42606,0.67213
0.86269,0.23819,0.3586,0.31589,0.26008,0.5101,0.68392
0.86484,0.31012,0.36469,0.2311,0.24098,0.5052,0.6887
0.89789,0.48136,0.24707,0.30024,0.14836,0.38145,0.67209
0.9005,0.48586,0.2942,0.21084,0.18901,0.40767,0.64745
0.87886,0.69482,0.10638,0.35212,0.10557,0.4521,0.52587
0.87199,0.24117,0.33262,0.44814,0.20984,0.4031,0.7008
0.87579,0.25912,0.32944,0.44462,0.19857,0.38638,0.70394
0.92482,0.49268,0.32359,0.3054,0.10656,0.36821,0.60291
0.90334,0.48503,0.31507,0.28596,0.08712,0.43136,0.62886
0.88164,0.62674,0.095976,0.19384,0.40668,0.3185,0.59395
0.78389,0.33492,0.24269,0.19091,0.37947,0.48347,0.80204
0.86696,0.42164,0.16755,0.23415,0.28959,0.49756,0.69545
0.8555,0.40113,0.347,0.24932,0.15743,0.41525,0.73605
0.862,0.30207,0.47015,0.29941,0.17215,0.37371,0.70939
0.87201,0.46333,0.32283,0.2444,0.15418,0.36316,0.71526
0.84504,0.22165,0.45794,0.25254,0.27949,0.51702,0.6731
0.88426,0.3876,0.32011,0.34079,0.1163,0.41385,0.69552
0.76633,0.15188,0.38344,0.2062,0.54,0.60746,0.67081
0.76972,0.70029,0.56991,0,0.16774,0.35121,0.58805
0.86018,0.21633,0.28742,0.35648,0.32309,0.51004,0.68565
0.89905,0.37258,0.27586,0.32521,0.15968,0.48627,0.65473
0.88607,0.27617,0.33909,0.36557,0.21064,0.43908,0.68185
0.98959,0.39886,0.26277,0.44539,0.25222,0.37116,0.44092
0.85378,0.39417,0.30373,0.25408,0.16618,0.46906,0.73047
0.85017,0.28142,0.28354,0.33233,0.18542,0.65247,0.65562
0.88573,0.53016,0.15357,0.25433,0.22344,0.42022,0.66238
0.89429,0.3649,0.31949,0.28614,0.18304,0.45173,0.67194
0.8296,0.28532,0.52216,0.30871,0.09633,0.47684,0.70005
0.84514,0.2568,0.33423,0.30705,0.23451,0.54451,0.7078
0.91463,0.39757,0.37091,0.21945,0.214,0.42281,0.62219
0.89912,0.43507,0.16021,0.3726,0.18366,0.43154,0.6665
0.84721,0.53589,0.32841,0.16069,0.15573,0.39564,0.70828
0.76058,0.0826,0.3542,0.66349,0.23213,0.60459,0.64443
0.71419,0.15262,0.29266,0.53528,0.23333,0.95509,0.52395
0.82537,0.34931,0.43487,0.36129,0.19314,0.9466,0.24492
0.87973,0.21022,0.33396,0.90215,0.35724,0.30205,0.31092
0.79156,0.19197,0.27391,0.53452,0.23343,0.91905,0.4302
0.82032,0.066497,0.47843,0.77876,0.30758,0.4306,0.46132
0.60662,0.094321,0.15323,0.52442,0.61978,0.70149,0.72374
0.77649,0.072567,0.43867,0.70792,0.20094,0.63041,0.53554
0.93084,0.24425,0.26455,0.5874,0.21353,0.51389,0.48291
0.9329,0.25556,0.31807,0.51307,0.18137,0.54757,0.48586
0.8533,0.07819,0.41398,0.66289,0.33875,0.46467,0.50641
0.91521,0.20561,0.34646,0.58946,0.39896,0.63656,0.23833
